model_label,folds,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
OULAD early warning - XGBoost,5,0.8399754563583371,0.0015583279765854002,0.8077383773436863,0.004050387808066957,0.7538700219270374,0.0031990346973685764,0.7222058099458394,0.011105060921860877,0.7376462748887124,0.0046542618027716415,0.8836457480355735,0.003693700077757558
UCI early warning - Logistic Regression,5,0.8524293785310734,0.012185590702411672,0.837859436151016,0.01987848694481112,0.7563213318927472,0.014318309644921161,0.7971830985915493,0.04430187602127212,0.775714225484782,0.023352415128243677,0.903822268050901,0.015968452229854897
