snapshot_day,threshold,weighted_f1,model,training_scenario
0,0.13,0.4247618702851653,Logistic Regression,pooled
0,0.14,0.4247618702851653,Logistic Regression,pooled
0,0.15,0.4247618702851653,Logistic Regression,pooled
0,0.16,0.4247618702851653,Logistic Regression,pooled
0,0.17,0.4247618702851653,Logistic Regression,pooled
0,0.18,0.4247618702851653,Logistic Regression,pooled
0,0.19,0.4247618702851653,Logistic Regression,pooled
0,0.2,0.4247618702851653,Logistic Regression,pooled
0,0.21,0.4247618702851653,Logistic Regression,pooled
0,0.22,0.4247618702851653,Logistic Regression,pooled
0,0.23,0.4247618702851653,Logistic Regression,pooled
0,0.24,0.4247618702851653,Logistic Regression,pooled
0,0.25,0.4247618702851653,Logistic Regression,pooled
0,0.26,0.42462771288336826,Logistic Regression,pooled
0,0.28,0.42397860584528235,Logistic Regression,pooled
0,0.27,0.42341084814092583,Logistic Regression,pooled
0,0.29,0.4231363693953216,Logistic Regression,pooled
0,0.3,0.4227722249148161,Logistic Regression,pooled
0,0.54,0.4210683025085455,Logistic Regression,pooled
0,0.55,0.4144080246535158,Logistic Regression,pooled
0,0.56,0.40915652129665897,Logistic Regression,pooled
0,0.57,0.40508443043268283,Logistic Regression,pooled
0,0.58,0.401331043039419,Logistic Regression,pooled
0,0.59,0.3982629591323966,Logistic Regression,pooled
0,0.61,0.3949627771894689,Logistic Regression,pooled
0,0.6,0.394429192559998,Logistic Regression,pooled
0,0.62,0.3935402547401744,Logistic Regression,pooled
0,0.63,0.38674864944391885,Logistic Regression,pooled
0,0.64,0.3789351879369871,Logistic Regression,pooled
0,0.65,0.36851978097299337,Logistic Regression,pooled
0,0.66,0.36073568514045484,Logistic Regression,pooled
0,0.67,0.34825256374241637,Logistic Regression,pooled
0,0.68,0.3381718134604067,Logistic Regression,pooled
35,0.47,0.33725198148837127,Logistic Regression,pooled
35,0.49,0.3366022334334781,Logistic Regression,pooled
35,0.55,0.3364873264728303,Logistic Regression,pooled
35,0.46,0.33646694214875245,Logistic Regression,pooled
35,0.5,0.33595708705031924,Logistic Regression,pooled
35,0.48,0.3358954650268992,Logistic Regression,pooled
35,0.43,0.3351489603561652,Logistic Regression,pooled
35,0.56,0.3343095935424036,Logistic Regression,pooled
35,0.44,0.33421103959429327,Logistic Regression,pooled
35,0.45,0.33406990759340144,Logistic Regression,pooled
35,0.54,0.33391444280542526,Logistic Regression,pooled
35,0.51,0.33270937745305684,Logistic Regression,pooled
35,0.53,0.33253665783864833,Logistic Regression,pooled
35,0.52,0.3322727556304265,Logistic Regression,pooled
35,0.42,0.3317365269460928,Logistic Regression,pooled
35,0.41,0.32972150085070456,Logistic Regression,pooled
35,0.58,0.32939035486806956,Logistic Regression,pooled
35,0.57,0.32927366104182704,Logistic Regression,pooled
35,0.4,0.3283036917858675,Logistic Regression,pooled
0,0.69,0.32786104614143374,Logistic Regression,pooled
35,0.59,0.32778388566044414,Logistic Regression,pooled
35,0.6,0.3264307842817623,Logistic Regression,pooled
35,0.39,0.3256564969830697,Logistic Regression,pooled
35,0.38,0.3218210361067309,Logistic Regression,pooled
35,0.62,0.3187461477502942,Logistic Regression,pooled
0,0.7,0.31837275748004545,Logistic Regression,pooled
35,0.61,0.31769686706182,Logistic Regression,pooled
60,0.4,0.3176071093129042,Logistic Regression,pooled
35,0.37,0.31686280831853536,Logistic Regression,pooled
60,0.43,0.3157123075669896,Logistic Regression,pooled
60,0.44,0.3147173654727499,Logistic Regression,pooled
60,0.41,0.3146674673472389,Logistic Regression,pooled
0,0.71,0.3141563319866803,Logistic Regression,pooled
35,0.33,0.31353520612912616,Logistic Regression,pooled
35,0.34,0.3128040110753347,Logistic Regression,pooled
35,0.35,0.3125455731664977,Logistic Regression,pooled
35,0.36,0.3124730254639412,Logistic Regression,pooled
60,0.39,0.3122357019064056,Logistic Regression,pooled
60,0.37,0.3121305576972427,Logistic Regression,pooled
60,0.38,0.31200747963135395,Logistic Regression,pooled
35,0.63,0.31008593396653894,Logistic Regression,pooled
60,0.34,0.30966628308399663,Logistic Regression,pooled
60,0.42,0.309544282029229,Logistic Regression,pooled
35,0.32,0.30951531158538514,Logistic Regression,pooled
60,0.45,0.3090394480806605,Logistic Regression,pooled
60,0.35,0.30819594071780676,Logistic Regression,pooled
60,0.36,0.3079972743603964,Logistic Regression,pooled
60,0.33,0.307675268579015,Logistic Regression,pooled
35,0.31,0.3075845156769765,Logistic Regression,pooled
60,0.47,0.3073509550453368,Logistic Regression,pooled
35,0.3,0.3069831441348215,Logistic Regression,pooled
60,0.48,0.30671889123229545,Logistic Regression,pooled
60,0.46,0.30669984333240763,Logistic Regression,pooled
35,0.29,0.3050286871413848,Logistic Regression,pooled
60,0.49,0.304740172181306,Logistic Regression,pooled
60,0.32,0.3046937576760749,Logistic Regression,pooled
35,0.64,0.30459337349398385,Logistic Regression,pooled
0,0.72,0.30415761709653266,Logistic Regression,pooled
35,0.65,0.303875968992256,Logistic Regression,pooled
35,0.28,0.3025996879046186,Logistic Regression,pooled
60,0.5,0.30058918050347916,Logistic Regression,pooled
35,0.27,0.30028476972927853,Logistic Regression,pooled
60,0.3,0.2988004362050092,Logistic Regression,pooled
60,0.51,0.2983621071270453,Logistic Regression,pooled
60,0.31,0.2982950181762251,Logistic Regression,pooled
35,0.26,0.2971789256730378,Logistic Regression,pooled
35,0.66,0.2949633055192597,Logistic Regression,pooled
35,0.25,0.2946215329745297,Logistic Regression,pooled
60,0.29,0.2945588305546197,Logistic Regression,pooled
35,0.24,0.29250779453907166,Logistic Regression,pooled
35,0.23,0.2913960786750496,Logistic Regression,pooled
0,0.73,0.29128766786617344,Logistic Regression,pooled
75,0.34,0.2911841902115227,Logistic Regression,pooled
75,0.33,0.2902534545185896,Logistic Regression,pooled
60,0.28,0.29011375196522043,Logistic Regression,pooled
35,0.67,0.28970695588696105,Logistic Regression,pooled
35,0.22,0.2893305889219719,Logistic Regression,pooled
60,0.27,0.28890784216904686,Logistic Regression,pooled
60,0.52,0.28869286287088847,Logistic Regression,pooled
35,0.21,0.2885112333930956,Logistic Regression,pooled
75,0.31,0.28847453046886157,Logistic Regression,pooled
75,0.35,0.28763789746918034,Logistic Regression,pooled
35,0.68,0.28762541806020764,Logistic Regression,pooled
60,0.26,0.2872788908687841,Logistic Regression,pooled
35,0.2,0.28719775409783815,Logistic Regression,pooled
75,0.32,0.28672616517920946,Logistic Regression,pooled
35,0.18,0.28613937987261384,Logistic Regression,pooled
35,0.19,0.28601340033498057,Logistic Regression,pooled
75,0.3,0.2856404958677748,Logistic Regression,pooled
35,0.17,0.2844886245968775,Logistic Regression,pooled
60,0.25,0.2843905315474626,Logistic Regression,pooled
75,0.37,0.2837450769781637,Logistic Regression,pooled
35,0.16,0.2831332391713469,Logistic Regression,pooled
75,0.39,0.2831265997243582,Logistic Regression,pooled
60,0.53,0.2830930537352541,Logistic Regression,pooled
75,0.36,0.2825177214108846,Logistic Regression,pooled
35,0.15,0.28228598251478765,Logistic Regression,pooled
75,0.29,0.2818464540520828,Logistic Regression,pooled
75,0.38,0.28156884770196,Logistic Regression,pooled
35,0.69,0.2814962814962881,Logistic Regression,pooled
35,0.14,0.2813221498085469,Logistic Regression,pooled
60,0.24,0.281316522023901,Logistic Regression,pooled
35,0.13,0.28108423200230387,Logistic Regression,pooled
75,0.4,0.2810699588477392,Logistic Regression,pooled
75,0.28,0.28087252257535555,Logistic Regression,pooled
35,0.11,0.2805101240449421,Logistic Regression,pooled
35,0.12,0.2804222034834417,Logistic Regression,pooled
35,0.1,0.28026586944530346,Logistic Regression,pooled
35,0.09,0.280241467378658,Logistic Regression,pooled
35,0.08,0.2801926759909187,Logistic Regression,pooled
35,0.05,0.28014390158985264,Logistic Regression,pooled
35,0.06,0.28014390158985264,Logistic Regression,pooled
35,0.07,0.28014390158985264,Logistic Regression,pooled
75,0.41,0.2797112380131474,Logistic Regression,pooled
75,0.27,0.27953580526465444,Logistic Regression,pooled
75,0.26,0.276923076923084,Logistic Regression,pooled
60,0.23,0.27676799746011005,Logistic Regression,pooled
75,0.42,0.2758775877587778,Logistic Regression,pooled
60,0.54,0.2754875339422354,Logistic Regression,pooled
75,0.25,0.27414458451248463,Logistic Regression,pooled
75,0.24,0.27194628221586586,Logistic Regression,pooled
60,0.22,0.271900061690309,Logistic Regression,pooled
75,0.43,0.2714584787159821,Logistic Regression,pooled
0,0.74,0.27077672135002123,Logistic Regression,pooled
35,0.7,0.27024514929708976,Logistic Regression,pooled
75,0.23,0.26944827258471465,Logistic Regression,pooled
60,0.55,0.26942740286298494,Logistic Regression,pooled
60,0.21,0.2679357969391509,Logistic Regression,pooled
75,0.44,0.2676090665366818,Logistic Regression,pooled
60,0.2,0.26681671325370654,Logistic Regression,pooled
75,0.22,0.26634293829310324,Logistic Regression,pooled
60,0.19,0.26385989739960564,Logistic Regression,pooled
60,0.56,0.26365198995107714,Logistic Regression,pooled
35,0.71,0.26363419861872445,Logistic Regression,pooled
75,0.21,0.2618848305943584,Logistic Regression,pooled
60,0.18,0.26028157292460824,Logistic Regression,pooled
75,0.2,0.2590068159688477,Logistic Regression,pooled
60,0.17,0.2583959985028362,Logistic Regression,pooled
75,0.45,0.2572846418119363,Logistic Regression,pooled
0,0.75,0.25696025351410967,Logistic Regression,pooled
60,0.16,0.2557875016726834,Logistic Regression,pooled
75,0.19,0.25497975377316673,Logistic Regression,pooled
60,0.57,0.2549100398296937,Logistic Regression,pooled
35,0.72,0.25430140329469714,Logistic Regression,pooled
75,0.46,0.25421702749369157,Logistic Regression,pooled
75,0.47,0.25261419922949935,Logistic Regression,pooled
60,0.15,0.2519783286816564,Logistic Regression,pooled
60,0.14,0.2509158102894883,Logistic Regression,pooled
75,0.18,0.25065336184367437,Logistic Regression,pooled
60,0.13,0.24883817826351226,Logistic Regression,pooled
60,0.58,0.2475303415184875,Logistic Regression,pooled
75,0.17,0.24711431529701086,Logistic Regression,pooled
60,0.12,0.24688704885910642,Logistic Regression,pooled
75,0.48,0.24669730040206744,Logistic Regression,pooled
60,0.11,0.24502794342626508,Logistic Regression,pooled
60,0.1,0.24386773485105767,Logistic Regression,pooled
75,0.16,0.24381165084683232,Logistic Regression,pooled
35,0.73,0.24376731301939528,Logistic Regression,pooled
60,0.09,0.24272978788809849,Logistic Regression,pooled
60,0.59,0.24230825850139925,Logistic Regression,pooled
60,0.08,0.2419453632243,Logistic Regression,pooled
60,0.07,0.24135402664059158,Logistic Regression,pooled
0,0.76,0.24129420943351287,Logistic Regression,pooled
75,0.15,0.24107368954166156,Logistic Regression,pooled
60,0.06,0.24086834563082637,Logistic Regression,pooled
60,0.05,0.24073622623110202,Logistic Regression,pooled
60,0.6,0.23749429831230118,Logistic Regression,pooled
75,0.14,0.23744099203833408,Logistic Regression,pooled
75,0.49,0.2361612515042111,Logistic Regression,pooled
35,0.74,0.23601512583127288,Logistic Regression,pooled
75,0.13,0.23484066350059027,Logistic Regression,pooled
75,0.12,0.2315519913740869,Logistic Regression,pooled
75,0.11,0.22974447125715358,Logistic Regression,pooled
60,0.61,0.22885727684852336,Logistic Regression,pooled
75,0.1,0.22856956960213912,Logistic Regression,pooled
75,0.09,0.22636783971230912,Logistic Regression,pooled
75,0.5,0.22604345787087607,Logistic Regression,pooled
75,0.08,0.22475694223804268,Logistic Regression,pooled
0,0.77,0.22386495978919538,Logistic Regression,pooled
75,0.07,0.22337809721960014,Logistic Regression,pooled
60,0.62,0.22322435174746386,Logistic Regression,pooled
35,0.75,0.2225201072386097,Logistic Regression,pooled
75,0.06,0.222013347119095,Logistic Regression,pooled
75,0.05,0.22145263946088095,Logistic Regression,pooled
60,0.63,0.21024705687282402,Logistic Regression,pooled
75,0.51,0.2099429502852478,Logistic Regression,pooled
35,0.76,0.20643356643356994,Logistic Regression,pooled
60,0.64,0.20638988552878876,Logistic Regression,pooled
75,0.52,0.20613001010441162,Logistic Regression,pooled
0,0.78,0.20145641592095193,Logistic Regression,pooled
60,0.65,0.19677871148459383,Logistic Regression,pooled
75,0.53,0.19638786603541958,Logistic Regression,pooled
35,0.77,0.19268045710979645,Logistic Regression,pooled
60,0.66,0.19266714593817386,Logistic Regression,pooled
75,0.54,0.18332135154565043,Logistic Regression,pooled
0,0.79,0.18252781969891355,Logistic Regression,pooled
35,0.78,0.17946813252117383,Logistic Regression,pooled
60,0.67,0.17791868705706787,Logistic Regression,pooled
35,0.79,0.17340327059549823,Logistic Regression,pooled
75,0.55,0.17302325581395353,Logistic Regression,pooled
60,0.68,0.16944655041698212,Logistic Regression,pooled
75,0.56,0.16109716051767456,Logistic Regression,pooled
35,0.8,0.15775273766069153,Logistic Regression,pooled
0,0.8,0.15697914973504237,Logistic Regression,pooled
60,0.69,0.15459501557632346,Logistic Regression,pooled
75,0.57,0.1527832609553892,Logistic Regression,pooled
35,0.81,0.15094339622641775,Logistic Regression,pooled
0,0.81,0.14496259364183312,Logistic Regression,pooled
75,0.58,0.14381474710542397,Logistic Regression,pooled
60,0.7,0.1424038080126928,Logistic Regression,pooled
75,0.59,0.14063472308649702,Logistic Regression,pooled
35,0.82,0.1403920254649045,Logistic Regression,pooled
60,0.71,0.12972317639927208,Logistic Regression,pooled
75,0.6,0.12797619047619088,Logistic Regression,pooled
0,0.82,0.12677871282332498,Logistic Regression,pooled
35,0.83,0.12434873219868235,Logistic Regression,pooled
75,0.61,0.12251082251082294,Logistic Regression,pooled
75,0.62,0.12046603649153699,Logistic Regression,pooled
60,0.72,0.12038754895897706,Logistic Regression,pooled
75,0.63,0.11685393258427003,Logistic Regression,pooled
35,0.84,0.11264080100125365,Logistic Regression,pooled
75,0.64,0.11174458380843823,Logistic Regression,pooled
60,0.73,0.10872313527180742,Logistic Regression,pooled
0,0.83,0.10856386536449018,Logistic Regression,pooled
75,0.65,0.10063784549964595,Logistic Regression,pooled
35,0.85,0.09972401103956031,Logistic Regression,pooled
60,0.74,0.09935483870967708,Logistic Regression,pooled
75,0.66,0.09375747428844801,Logistic Regression,pooled
60,0.75,0.09156311314584667,Logistic Regression,pooled
35,0.86,0.08725084618277722,Logistic Regression,pooled
75,0.67,0.08607350096711824,Logistic Regression,pooled
0,0.84,0.08523944702566001,Logistic Regression,pooled
60,0.76,0.08392226148409869,Logistic Regression,pooled
75,0.68,0.07681017612524485,Logistic Regression,pooled
60,0.77,0.07592675301473852,Logistic Regression,pooled
35,0.87,0.07199230028874067,Logistic Regression,pooled
60,0.78,0.0690438337497159,Logistic Regression,pooled
75,0.69,0.061845386533666,Logistic Regression,pooled
0,0.85,0.060677179761354644,Logistic Regression,pooled
35,0.88,0.060417072695382296,Logistic Regression,pooled
75,0.7,0.05952080706179081,Logistic Regression,pooled
60,0.79,0.057563895924476007,Logistic Regression,pooled
75,0.71,0.05630918863578207,Logistic Regression,pooled
75,0.72,0.05515463917525786,Logistic Regression,pooled
60,0.8,0.05257036520120943,Logistic Regression,pooled
75,0.73,0.052304505437597223,Logistic Regression,pooled
35,0.89,0.049329123914760326,Logistic Regression,pooled
0,0.86,0.04839131168199815,Logistic Regression,pooled
35,0.9,0.04537313432835918,Logistic Regression,pooled
60,0.81,0.04472693032015054,Logistic Regression,pooled
75,0.74,0.04342139680878901,Logistic Regression,pooled
60,0.82,0.0421701018715943,Logistic Regression,pooled
75,0.76,0.04099015171679541,Logistic Regression,pooled
75,0.75,0.04076230809952365,Logistic Regression,pooled
35,0.91,0.03983101991551082,Logistic Regression,pooled
0,0.87,0.03840126933276569,Logistic Regression,pooled
60,0.83,0.03541517109356295,Logistic Regression,pooled
75,0.77,0.03176312247644692,Logistic Regression,pooled
35,0.92,0.03045066991473878,Logistic Regression,pooled
0,0.88,0.02905324208678597,Logistic Regression,pooled
75,0.78,0.027027027027027094,Logistic Regression,pooled
75,0.79,0.02544667027612351,Logistic Regression,pooled
60,0.84,0.024775321836288486,Logistic Regression,pooled
60,0.85,0.023403217942467018,Logistic Regression,pooled
0,0.89,0.021272394279677347,Logistic Regression,pooled
35,0.93,0.01838235294117687,Logistic Regression,pooled
75,0.8,0.017424448679553547,Logistic Regression,pooled
0,0.9,0.015016360828562558,Logistic Regression,pooled
0,0.91,0.010531124603761592,Logistic Regression,pooled
35,0.94,0.00987654320987676,Logistic Regression,pooled
60,0.87,0.00891972249752227,Logistic Regression,pooled
60,0.86,0.008873551885629747,Logistic Regression,pooled
75,0.84,0.008328706274292082,Logistic Regression,pooled
75,0.83,0.00831485587583151,Logistic Regression,pooled
75,0.82,0.008301051466519115,Logistic Regression,pooled
75,0.81,0.00828729281767958,Logistic Regression,pooled
60,0.9,0.00600450337753313,Logistic Regression,pooled
60,0.88,0.005973120955699333,Logistic Regression,pooled
60,0.89,0.005973120955699333,Logistic Regression,pooled
75,0.85,0.0050055617352614155,Logistic Regression,pooled
0,0.92,0.004962673306795341,Logistic Regression,pooled
35,0.95,0.004952538175815215,Logistic Regression,pooled
75,0.86,0.0033454139949818883,Logistic Regression,pooled
60,0.91,0.001509813789632607,Logistic Regression,pooled
75,0.87,0.0,Logistic Regression,pooled
75,0.88,0.0,Logistic Regression,pooled
75,0.89,0.0,Logistic Regression,pooled
75,0.9,0.0,Logistic Regression,pooled
75,0.91,0.0,Logistic Regression,pooled
60,0.92,0.0,Logistic Regression,pooled
75,0.92,0.0,Logistic Regression,pooled
0,0.93,0.0,Logistic Regression,pooled
60,0.93,0.0,Logistic Regression,pooled
75,0.93,0.0,Logistic Regression,pooled
0,0.94,0.0,Logistic Regression,pooled
60,0.94,0.0,Logistic Regression,pooled
75,0.94,0.0,Logistic Regression,pooled
0,0.95,0.0,Logistic Regression,pooled
60,0.95,0.0,Logistic Regression,pooled
75,0.95,0.0,Logistic Regression,pooled
0,0.38,0.6145404663923183,XGBoost,uci_source
0,0.36,0.6137281292059219,XGBoost,uci_source
0,0.37,0.6130790190735695,XGBoost,uci_source
0,0.39,0.611961057023644,XGBoost,uci_source
0,0.5,0.6098807495741057,XGBoost,uci_source
0,0.35,0.607661822985469,XGBoost,uci_source
0,0.53,0.6070175438596491,XGBoost,uci_source
0,0.49,0.6053511705685619,XGBoost,uci_source
0,0.46,0.6050955414012739,XGBoost,uci_source
0,0.34,0.6036269430051814,XGBoost,uci_source
0,0.52,0.6027874564459931,XGBoost,uci_source
0,0.57,0.6025878003696857,XGBoost,uci_source
0,0.54,0.6024955436720143,XGBoost,uci_source
0,0.51,0.6024096385542169,XGBoost,uci_source
0,0.33,0.6023166023166022,XGBoost,uci_source
0,0.47,0.6022544283413849,XGBoost,uci_source
0,0.56,0.6018348623853211,XGBoost,uci_source
0,0.44,0.6012461059190032,XGBoost,uci_source
0,0.55,0.5992779783393501,XGBoost,uci_source
0,0.45,0.5984251968503937,XGBoost,uci_source
0,0.6,0.5977011494252874,XGBoost,uci_source
0,0.32,0.596977329974811,XGBoost,uci_source
0,0.42,0.5967016491754124,XGBoost,uci_source
0,0.48,0.5963756177924218,XGBoost,uci_source
0,0.63,0.596078431372549,XGBoost,uci_source
0,0.59,0.5958254269449715,XGBoost,uci_source
0,0.64,0.5952380952380952,XGBoost,uci_source
0,0.65,0.5952380952380952,XGBoost,uci_source
0,0.4,0.5942857142857143,XGBoost,uci_source
0,0.62,0.5941747572815534,XGBoost,uci_source
0,0.41,0.5941176470588235,XGBoost,uci_source
0,0.43,0.593607305936073,XGBoost,uci_source
0,0.61,0.5934489402697496,XGBoost,uci_source
0,0.58,0.5913370998116761,XGBoost,uci_source
0,0.31,0.5854858548585486,XGBoost,uci_source
0,0.3,0.5827338129496403,XGBoost,uci_source
0,0.66,0.5806451612903226,XGBoost,uci_source
0,0.67,0.5725971370143149,XGBoost,uci_source
0,0.68,0.5690721649484536,XGBoost,uci_source
0,0.29,0.5687861271676301,XGBoost,uci_source
0,0.69,0.5648535564853556,XGBoost,uci_source
0,0.7,0.5618448637316562,XGBoost,uci_source
0,0.28,0.5598194130925509,XGBoost,uci_source
0,0.71,0.5581395348837209,XGBoost,uci_source
0,0.27,0.5565410199556542,XGBoost,uci_source
0,0.26,0.5537459283387622,XGBoost,uci_source
0,0.25,0.549520766773163,XGBoost,uci_source
0,0.24,0.5433646812957158,XGBoost,uci_source
0,0.72,0.5407725321888412,XGBoost,uci_source
0,0.74,0.5394736842105264,XGBoost,uci_source
0,0.73,0.5379609544468548,XGBoost,uci_source
0,0.23,0.5371900826446281,XGBoost,uci_source
0,0.22,0.5368314833501514,XGBoost,uci_source
0,0.75,0.5357142857142858,XGBoost,uci_source
0,0.76,0.5306122448979592,XGBoost,uci_source
0,0.21,0.5288270377733598,XGBoost,uci_source
0,0.77,0.5195402298850575,XGBoost,uci_source
0,0.2,0.5184466019417476,XGBoost,uci_source
0,0.19,0.5144508670520231,XGBoost,uci_source
0,0.18,0.5123809523809524,XGBoost,uci_source
0,0.17,0.5065420560747662,XGBoost,uci_source
0,0.78,0.5059101654846336,XGBoost,uci_source
0,0.16,0.504655493482309,XGBoost,uci_source
0,0.15,0.5046040515653775,XGBoost,uci_source
0,0.12,0.5045045045045043,XGBoost,uci_source
0,0.14,0.5041095890410958,XGBoost,uci_source
0,0.13,0.503178928247048,XGBoost,uci_source
0,0.11,0.5008944543828264,XGBoost,uci_source
0,0.1,0.49866903283052344,XGBoost,uci_source
0,0.79,0.4976076555023924,XGBoost,uci_source
0,0.08,0.4956217162872153,XGBoost,uci_source
0,0.09,0.49560632688927936,XGBoost,uci_source
0,0.07,0.49391304347826076,XGBoost,uci_source
0,0.06,0.490924805531547,XGBoost,uci_source
0,0.8,0.49019607843137253,XGBoost,uci_source
0,0.05,0.4875536480686694,XGBoost,uci_source
0,0.81,0.47642679900744417,XGBoost,uci_source
0,0.82,0.46969696969696967,XGBoost,uci_source
0,0.84,0.4575835475578406,XGBoost,uci_source
0,0.83,0.4564102564102564,XGBoost,uci_source
0,0.85,0.4263157894736842,XGBoost,uci_source
0,0.86,0.4032258064516129,XGBoost,uci_source
0,0.87,0.39999999999999997,XGBoost,uci_source
0,0.88,0.3956639566395664,XGBoost,uci_source
0,0.89,0.38567493112947654,XGBoost,uci_source
0,0.9,0.36768802228412256,XGBoost,uci_source
0,0.91,0.35492957746478876,XGBoost,uci_source
0,0.92,0.33810888252148996,XGBoost,uci_source
0,0.93,0.3,XGBoost,uci_source
0,0.94,0.2553191489361702,XGBoost,uci_source
0,0.95,0.19620253164556964,XGBoost,uci_source
35,0.52,0.3984592689723095,XGBoost,oulad_source
35,0.51,0.3952657081579248,XGBoost,oulad_source
35,0.49,0.39502885042166885,XGBoost,oulad_source
35,0.5,0.39444614912550774,XGBoost,oulad_source
35,0.54,0.39435137268661663,XGBoost,oulad_source
35,0.57,0.39292310683387793,XGBoost,oulad_source
35,0.53,0.3928935736144268,XGBoost,oulad_source
35,0.45,0.3912876361306917,XGBoost,oulad_source
35,0.58,0.39095931692617725,XGBoost,oulad_source
35,0.55,0.39048652559234154,XGBoost,oulad_source
35,0.46,0.39029592108771693,XGBoost,oulad_source
35,0.48,0.3900042716787783,XGBoost,oulad_source
35,0.47,0.38920258917505257,XGBoost,oulad_source
35,0.59,0.38890043649969736,XGBoost,oulad_source
35,0.56,0.3887636226982438,XGBoost,oulad_source
0,0.6,0.3827959430820479,XGBoost,oulad_source
0,0.61,0.3821119266767654,XGBoost,oulad_source
0,0.62,0.38158461598715515,XGBoost,oulad_source
35,0.44,0.3814579346953936,XGBoost,oulad_source
0,0.63,0.3809353091140868,XGBoost,oulad_source
35,0.6,0.3808908973531398,XGBoost,oulad_source
0,0.57,0.3797120635445982,XGBoost,oulad_source
35,0.43,0.3789548524706728,XGBoost,oulad_source
0,0.59,0.3783194023226583,XGBoost,oulad_source
0,0.58,0.37762405397075555,XGBoost,oulad_source
0,0.56,0.3771296472227512,XGBoost,oulad_source
0,0.55,0.3758941178296028,XGBoost,oulad_source
0,0.65,0.37582318077049864,XGBoost,oulad_source
0,0.67,0.3757583636678817,XGBoost,oulad_source
35,0.42,0.37562061290874627,XGBoost,oulad_source
0,0.64,0.37553857409966807,XGBoost,oulad_source
0,0.54,0.37496767520041485,XGBoost,oulad_source
0,0.66,0.37432150313152557,XGBoost,oulad_source
0,0.52,0.37306171641900837,XGBoost,oulad_source
0,0.69,0.3726936365195673,XGBoost,oulad_source
0,0.53,0.37257204000654,XGBoost,oulad_source
35,0.41,0.37253275833471067,XGBoost,oulad_source
35,0.61,0.3722953379433499,XGBoost,oulad_source
0,0.68,0.37114979025193096,XGBoost,oulad_source
0,0.5,0.3708747586009594,XGBoost,oulad_source
0,0.51,0.36999899151431426,XGBoost,oulad_source
35,0.4,0.369664715274074,XGBoost,oulad_source
0,0.48,0.3693973254665136,XGBoost,oulad_source
0,0.49,0.36938538415240213,XGBoost,oulad_source
0,0.45,0.36938068487667614,XGBoost,oulad_source
0,0.44,0.36916164776251137,XGBoost,oulad_source
0,0.47,0.3687721001178682,XGBoost,oulad_source
0,0.46,0.3685048086902382,XGBoost,oulad_source
0,0.42,0.3668774843935697,XGBoost,oulad_source
0,0.43,0.3667054555411056,XGBoost,oulad_source
35,0.39,0.3666121112929514,XGBoost,oulad_source
0,0.41,0.36641948431866195,XGBoost,oulad_source
35,0.62,0.3657973690283946,XGBoost,oulad_source
0,0.4,0.36487054073461944,XGBoost,oulad_source
0,0.7,0.3637330780073954,XGBoost,oulad_source
60,0.42,0.36347901341410005,XGBoost,oulad_source
35,0.63,0.3632900845137559,XGBoost,oulad_source
0,0.39,0.36294263337572874,XGBoost,oulad_source
35,0.38,0.3622454048683429,XGBoost,oulad_source
0,0.38,0.3619600069182984,XGBoost,oulad_source
60,0.44,0.36147465437787424,XGBoost,oulad_source
60,0.43,0.36134453781511994,XGBoost,oulad_source
60,0.45,0.3612065673921288,XGBoost,oulad_source
60,0.38,0.3607971445568038,XGBoost,oulad_source
60,0.4,0.3604150039904157,XGBoost,oulad_source
60,0.39,0.36022543040221616,XGBoost,oulad_source
35,0.37,0.359841912473477,XGBoost,oulad_source
0,0.37,0.3597372335803907,XGBoost,oulad_source
0,0.36,0.35948528541948793,XGBoost,oulad_source
60,0.41,0.3591233604515955,XGBoost,oulad_source
60,0.37,0.358757870635367,XGBoost,oulad_source
0,0.35,0.3587214563959978,XGBoost,oulad_source
0,0.33,0.3586650055734058,XGBoost,oulad_source
0,0.34,0.3586650055734058,XGBoost,oulad_source
0,0.31,0.35860857251498107,XGBoost,oulad_source
0,0.32,0.35860857251498107,XGBoost,oulad_source
0,0.3,0.3585521572123397,XGBoost,oulad_source
0,0.05,0.3584957596571032,XGBoost,oulad_source
0,0.06,0.3584957596571032,XGBoost,oulad_source
0,0.07,0.3584957596571032,XGBoost,oulad_source
0,0.08,0.3584957596571032,XGBoost,oulad_source
0,0.09,0.3584957596571032,XGBoost,oulad_source
0,0.1,0.3584957596571032,XGBoost,oulad_source
0,0.11,0.3584957596571032,XGBoost,oulad_source
0,0.12,0.3584957596571032,XGBoost,oulad_source
0,0.13,0.3584957596571032,XGBoost,oulad_source
0,0.14,0.3584957596571032,XGBoost,oulad_source
0,0.15,0.3584957596571032,XGBoost,oulad_source
0,0.16,0.3584957596571032,XGBoost,oulad_source
0,0.17,0.3584957596571032,XGBoost,oulad_source
0,0.18,0.3584957596571032,XGBoost,oulad_source
0,0.19,0.3584957596571032,XGBoost,oulad_source
0,0.2,0.3584957596571032,XGBoost,oulad_source
0,0.21,0.3584957596571032,XGBoost,oulad_source
0,0.22,0.3584957596571032,XGBoost,oulad_source
0,0.23,0.3584957596571032,XGBoost,oulad_source
0,0.24,0.3584957596571032,XGBoost,oulad_source
0,0.25,0.3584957596571032,XGBoost,oulad_source
0,0.26,0.3584957596571032,XGBoost,oulad_source
0,0.27,0.3584957596571032,XGBoost,oulad_source
0,0.28,0.3584957596571032,XGBoost,oulad_source
