snapshot_day,roc_auc,average_precision,f1,precision,recall,model_scope
35,0.6769183369453871,0.31096393023129126,0.36676711149375807,0.3093681917211329,0.4503171247357294,portable_dynamic_16
60,0.6942147284293878,0.29165574654343507,0.35881006864988557,0.27860696517412936,0.5038560411311054,portable_dynamic_16
75,0.6893376088261322,0.2699665276151045,0.3218059558117195,0.24083393242271747,0.48480463096960924,portable_dynamic_16
35,0.7165359520361836,0.3556007199833222,0.4029275808936826,0.3100177830468287,0.5753575357535754,oulad_specific_51
60,0.7175166060157688,0.3047176200198056,0.3787878787878788,0.2992817238627294,0.515818431911967,oulad_specific_51
75,0.7170923528817086,0.2771412613952771,0.3429487179487179,0.2611879576891782,0.4992223950233281,oulad_specific_51
